duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
17,udp,https,SF,3321,1720,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,18,36,0.04,0.03,0.01,0.01,0.93,0.08,0.01,224,125,0.89,0.08,0.04,0.05,0.02,0.02,0.02,0.01
60,udp,https,SF,2328,6443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,34,0.02,0.01,0.04,0.02,0.92,0.06,0.03,242,246,0.92,0.06,0.05,0.06,0.0,0.02,0.02,0.02
46,tcp,https,SF,1350,5993,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,17,3,0.02,0.01,0.0,0.03,0.8,0.07,0.06,100,169,0.95,0.03,0.02,0.03,0.02,0.04,0.03,0.04
16,udp,https,SF,3736,6084,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,37,20,0.02,0.02,0.03,0.02,0.9,0.03,0.03,198,146,0.95,0.1,0.02,0.0,0.04,0.03,0.04,0.01
51,udp,https,SF,2294,157,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,48,0.04,0.04,0.01,0.02,0.97,0.06,0.04,201,112,0.86,0.1,0.03,0.05,0.05,0.03,0.05,0.03
54,tcp,ftp_data,SF,2304,4528,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,25,0.02,0.05,0.03,0.03,0.89,0.05,0.0,198,114,0.87,0.01,0.06,0.05,0.05,0.01,0.01,0.0
40,udp,smtp,SF,762,2221,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,13,0.04,0.01,0.04,0.04,0.96,0.0,0.06,234,240,0.95,0.01,0.0,0.05,0.03,0.03,0.02,0.02
92,tcp,https,SF,3573,5764,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,17,45,0.04,0.01,0.0,0.01,0.97,0.06,0.04,141,116,0.91,0.07,0.1,0.07,0.02,0.0,0.03,0.01
76,tcp,http,SF,3566,4615,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0.0,0.03,0.04,0.01,0.95,0.1,0.06,229,246,0.86,0.03,0.03,0.05,0.01,0.03,0.03,0.04
43,udp,ftp_data,SF,2608,2208,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,32,44,0.0,0.04,0.01,0.03,0.83,0.08,0.01,149,233,0.97,0.07,0.05,0.09,0.04,0.04,0.02,0.0
72,udp,https,SF,2658,4602,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,44,11,0.01,0.0,0.01,0.01,0.83,0.06,0.02,186,173,0.94,0.01,0.04,0.04,0.0,0.05,0.01,0.03
77,udp,ftp_data,SF,328,5009,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,22,17,0.0,0.03,0.04,0.03,0.86,0.07,0.06,128,174,0.93,0.05,0.0,0.09,0.05,0.0,0.0,0.02
20,tcp,smtp,SF,800,7588,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,33,0.03,0.03,0.04,0.04,0.84,0.1,0.04,111,131,0.94,0.05,0.1,0.03,0.03,0.03,0.03,0.02
85,tcp,smtp,SF,2930,6772,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,25,0.02,0.02,0.05,0.01,0.97,0.06,0.02,181,188,0.96,0.01,0.07,0.02,0.0,0.02,0.03,0.01
87,tcp,smtp,SF,3850,1232,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,27,30,0.03,0.03,0.05,0.0,0.83,0.07,0.05,243,252,0.94,0.02,0.05,0.02,0.05,0.04,0.02,0.04
0,tcp,http,SF,4482,5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0.01,0.01,0.02,0.05,0.92,0.0,0.1,154,214,0.91,0.09,0.02,0.1,0.03,0.02,0.04,0.04
97,tcp,https,SF,3503,6248,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,34,12,0.02,0.04,0.05,0.04,0.95,0.01,0.1,117,114,0.85,0.09,0.07,0.06,0.03,0.03,0.05,0.02
81,tcp,ftp_data,SF,1266,7557,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,36,9,0.05,0.04,0.03,0.04,0.93,0.08,0.05,131,202,0.92,0.08,0.02,0.02,0.01,0.03,0.05,0.03
82,tcp,https,SF,628,4910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,37,0.04,0.02,0.02,0.01,0.8,0.08,0.02,173,252,0.85,0.05,0.05,0.1,0.02,0.02,0.02,0.01
61,udp,ftp_data,SF,4874,6165,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,43,37,0.0,0.03,0.04,0.02,0.96,0.06,0.05,198,211,0.81,0.08,0.06,0.02,0.03,0.01,0.03,0.02
25,tcp,https,SF,1530,6896,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,38,33,0.04,0.0,0.04,0.04,0.92,0.09,0.08,194,114,0.87,0.07,0.02,0.05,0.02,0.01,0.03,0.05
42,udp,ftp_data,SF,2218,5370,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,42,20,0.0,0.03,0.04,0.01,0.91,0.04,0.1,122,120,0.85,0.04,0.03,0.0,0.02,0.03,0.02,0.04
77,udp,ftp_data,SF,4269,3203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,48,0.02,0.0,0.01,0.03,0.89,0.01,0.07,113,108,0.87,0.07,0.08,0.08,0.02,0.01,0.04,0.04
60,udp,ftp_data,SF,3149,4757,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,37,0.03,0.02,0.04,0.01,0.91,0.02,0.06,149,195,0.98,0.02,0.01,0.01,0.02,0.02,0.04,0.03
51,udp,ftp_data,SF,291,3422,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,20,47,0.0,0.01,0.01,0.01,0.87,0.0,0.03,211,181,0.88,0.09,0.03,0.06,0.01,0.03,0.02,0.04
15,udp,ftp_data,SF,2162,4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,0.03,0.02,0.02,0.02,0.89,0.08,0.03,166,227,0.81,0.02,0.09,0.06,0.03,0.02,0.0,0.01
46,tcp,http,SF,2753,2684,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9,10,0.03,0.04,0.01,0.02,0.84,0.05,0.1,106,168,0.97,0.09,0.1,0.05,0.03,0.05,0.0,0.01
66,udp,ftp_data,SF,4025,7878,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,44,40,0.03,0.02,0.03,0.02,0.93,0.01,0.1,177,129,0.85,0.07,0.08,0.09,0.03,0.05,0.02,0.01
79,udp,https,SF,2756,7454,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,23,40,0.05,0.04,0.01,0.03,0.9,0.0,0.06,244,225,0.91,0.0,0.06,0.05,0.04,0.04,0.03,0.02
47,udp,http,SF,478,962,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,10,32,0.01,0.01,0.03,0.04,0.83,0.06,0.09,255,101,0.94,0.09,0.05,0.07,0.04,0.03,0.01,0.04
81,tcp,https,SF,4446,3370,0,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,50,43,0.0,0.02,0.04,0.04,0.81,0.08,0.06,224,228,0.86,0.06,0.02,0.05,0.04,0.03,0.03,0.01
25,udp,ftp_data,SF,1235,1797,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,23,12,0.0,0.02,0.03,0.03,0.93,0.02,0.01,143,198,0.86,0.06,0.04,0.04,0.02,0.03,0.03,0.04
59,tcp,smtp,SF,3965,2862,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,21,16,0.04,0.03,0.04,0.03,0.93,0.04,0.05,100,184,0.93,0.06,0.09,0.1,0.03,0.03,0.04,0.0
96,udp,https,SF,4462,3083,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,46,33,0.02,0.02,0.02,0.0,0.81,0.06,0.04,239,114,0.82,0.06,0.03,0.03,0.02,0.03,0.04,0.02
5,tcp,smtp,SF,2868,4949,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,20,25,0.02,0.02,0.02,0.01,0.93,0.04,0.08,218,145,0.98,0.03,0.06,0.08,0.03,0.01,0.03,0.01
42,tcp,ftp_data,SF,838,7281,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,6,10,0.05,0.03,0.03,0.03,0.81,0.09,0.07,212,238,0.88,0.1,0.08,0.01,0.04,0.01,0.02,0.03
34,udp,smtp,SF,2657,4267,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,39,42,0.0,0.01,0.04,0.03,0.81,0.05,0.1,191,160,0.83,0.04,0.06,0.04,0.04,0.01,0.05,0.02
85,tcp,ftp_data,SF,3650,5943,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,13,36,0.04,0.04,0.01,0.02,0.91,0.0,0.06,173,198,0.9,0.07,0.01,0.03,0.01,0.04,0.01,0.04
66,tcp,ftp_data,SF,3925,7493,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,18,27,0.02,0.02,0.02,0.05,0.84,0.07,0.03,101,164,0.81,0.03,0.07,0.01,0.01,0.02,0.01,0.04
84,tcp,http,SF,2405,6922,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,6,41,0.04,0.0,0.0,0.02,0.96,0.09,0.09,208,216,0.93,0.02,0.08,0.08,0.03,0.01,0.01,0.03
13,tcp,http,SF,1329,3617,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,13,1,0.01,0.02,0.03,0.01,1.0,0.09,0.02,193,192,0.9,0.03,0.04,0.04,0.02,0.01,0.01,0.02
58,udp,ftp_data,SF,2588,2253,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,16,13,0.02,0.02,0.03,0.02,0.88,0.07,0.01,165,185,0.94,0.02,0.05,0.04,0.02,0.05,0.04,0.02
53,tcp,https,SF,3988,7545,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,27,0.05,0.03,0.04,0.05,0.9,0.03,0.03,150,215,0.89,0.08,0.03,0.02,0.0,0.02,0.04,0.02
22,tcp,http,SF,3663,6636,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19,4,0.05,0.0,0.05,0.01,0.81,0.06,0.02,252,241,0.8,0.07,0.01,0.06,0.04,0.04,0.03,0.04
68,udp,http,SF,1651,5351,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,12,49,0.0,0.02,0.02,0.03,0.92,0.1,0.04,255,149,0.86,0.09,0.09,0.03,0.02,0.04,0.02,0.05
38,udp,ftp_data,SF,3941,6874,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,49,28,0.03,0.02,0.03,0.05,0.98,0.09,0.09,129,218,0.97,0.04,0.08,0.1,0.04,0.01,0.02,0.01
83,udp,ftp_data,SF,1214,4898,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,30,16,0.01,0.02,0.0,0.04,0.93,0.07,0.02,147,254,0.94,0.07,0.01,0.07,0.01,0.05,0.02,0.02
91,udp,ftp_data,SF,2392,4148,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,38,1,0.01,0.01,0.0,0.05,0.87,0.08,0.07,173,225,0.83,0.05,0.04,0.09,0.04,0.0,0.02,0.0
84,udp,http,SF,2656,2293,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,33,34,0.04,0.02,0.01,0.0,0.81,0.0,0.01,184,197,0.96,0.06,0.05,0.03,0.05,0.01,0.02,0.01
86,tcp,http,SF,806,1482,0,0,0,2,0,1,0,0,0,0,1,0,3,0,0,0,30,50,0.0,0.0,0.03,0.02,0.96,0.07,0.08,163,131,0.82,0.03,0.05,0.05,0.05,0.01,0.03,0.04
88,udp,ftp_data,SF,1028,4200,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,28,6,0.03,0.03,0.02,0.04,0.94,0.09,0.06,209,155,0.87,0.04,0.01,0.08,0.04,0.03,0.03,0.03
22,udp,http,SF,2136,2768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,45,0.02,0.04,0.04,0.0,0.92,0.06,0.03,151,153,0.88,0.09,0.05,0.01,0.01,0.04,0.03,0.04
77,tcp,http,SF,2110,1474,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,35,17,0.05,0.03,0.0,0.01,0.92,0.06,0.01,124,176,0.98,0.04,0.06,0.02,0.03,0.02,0.04,0.04
40,tcp,smtp,SF,2729,651,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,18,0.02,0.0,0.02,0.02,0.99,0.02,0.03,166,105,0.87,0.09,0.1,0.01,0.02,0.04,0.05,0.02
93,tcp,ftp_data,SF,341,4193,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,43,28,0.01,0.04,0.05,0.04,0.89,0.08,0.1,120,138,0.83,0.02,0.03,0.05,0.04,0.0,0.02,0.01
19,udp,smtp,SF,4042,6332,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,39,43,0.02,0.03,0.05,0.02,0.86,0.05,0.01,247,122,0.81,0.05,0.03,0.01,0.03,0.0,0.04,0.03
6,udp,http,SF,4788,112,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,30,45,0.02,0.0,0.03,0.03,0.9,0.09,0.01,140,168,0.98,0.09,0.09,0.02,0.02,0.04,0.02,0.03
81,udp,ftp_data,SF,3424,6234,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,16,50,0.02,0.04,0.01,0.05,0.86,0.02,0.05,103,152,0.84,0.02,0.03,0.1,0.02,0.04,0.0,0.05
11,tcp,http,SF,4729,873,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0.01,0.02,0.03,0.0,0.84,0.06,0.06,178,138,0.8,0.07,0.02,0.02,0.03,0.02,0.04,0.01
90,udp,http,SF,2972,2285,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,45,14,0.03,0.02,0.01,0.01,0.88,0.06,0.07,178,166,0.85,0.02,0.01,0.06,0.03,0.02,0.04,0.01
83,udp,https,SF,4148,7610,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,40,17,0.04,0.01,0.04,0.05,0.91,0.08,0.06,182,113,0.89,0.08,0.07,0.02,0.04,0.02,0.01,0.02
18,tcp,http,SF,4172,6686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0.04,0.04,0.0,0.03,0.87,0.1,0.07,133,212,0.98,0.03,0.01,0.02,0.05,0.05,0.0,0.01
27,udp,https,SF,2965,6793,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0.03,0.04,0.02,0.05,0.84,0.01,0.02,220,164,0.99,0.09,0.04,0.07,0.03,0.04,0.01,0.0
52,udp,smtp,SF,3978,7535,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18,8,0.03,0.02,0.03,0.01,0.86,0.07,0.03,237,211,0.91,0.04,0.04,0.08,0.02,0.01,0.02,0.04
93,udp,http,SF,122,3453,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,14,21,0.04,0.03,0.04,0.0,0.84,0.08,0.04,249,200,0.84,0.01,0.04,0.07,0.04,0.01,0.01,0.0
99,udp,ftp_data,SF,553,413,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,33,39,0.04,0.03,0.01,0.04,0.95,0.05,0.07,113,219,0.83,0.01,0.03,0.0,0.03,0.04,0.04,0.03
54,tcp,smtp,SF,2352,6078,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,48,42,0.02,0.05,0.01,0.03,0.92,0.05,0.04,178,172,0.94,0.02,0.05,0.09,0.03,0.05,0.01,0.02
58,udp,ftp_data,SF,3271,818,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,36,39,0.01,0.02,0.01,0.0,0.83,0.08,0.05,238,171,0.81,0.02,0.1,0.09,0.04,0.02,0.04,0.04
30,tcp,smtp,SF,1488,3960,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,10,8,0.01,0.0,0.03,0.04,0.81,0.08,0.07,188,172,0.93,0.05,0.08,0.04,0.02,0.04,0.05,0.0
65,udp,https,SF,687,6786,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,44,50,0.01,0.02,0.01,0.02,0.85,0.04,0.04,149,195,0.92,0.09,0.0,0.07,0.04,0.02,0.03,0.02
31,udp,http,SF,1143,3429,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,42,37,0.03,0.04,0.04,0.04,0.91,0.04,0.08,229,152,0.84,0.03,0.09,0.09,0.04,0.03,0.03,0.04
1,tcp,ftp_data,SF,4900,4469,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49,8,0.02,0.05,0.05,0.01,0.86,0.02,0.02,182,133,0.89,0.09,0.03,0.06,0.03,0.02,0.02,0.05
33,udp,http,SF,3729,4229,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,24,27,0.03,0.04,0.03,0.0,0.84,0.07,0.02,235,207,0.94,0.05,0.04,0.01,0.02,0.01,0.01,0.05
8,udp,smtp,SF,1343,3680,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,43,22,0.05,0.04,0.0,0.04,0.84,0.09,0.06,198,126,0.85,0.02,0.04,0.03,0.03,0.0,0.04,0.02
89,tcp,https,SF,2474,4585,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,13,13,0.03,0.05,0.02,0.03,0.89,0.03,0.05,168,230,0.88,0.07,0.02,0.06,0.02,0.02,0.03,0.04
87,tcp,ftp_data,SF,2612,6390,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,22,24,0.04,0.05,0.02,0.03,0.9,0.09,0.08,171,124,0.91,0.07,0.09,0.04,0.04,0.03,0.01,0.02
36,tcp,ftp_data,SF,3964,1756,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,40,0.04,0.05,0.01,0.02,0.88,0.07,0.0,140,209,0.94,0.06,0.08,0.1,0.03,0.0,0.02,0.04
87,tcp,https,SF,4994,7288,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,46,0.03,0.02,0.02,0.04,0.81,0.04,0.1,194,228,0.98,0.1,0.09,0.0,0.02,0.02,0.04,0.01
1,udp,https,SF,4718,618,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,34,41,0.01,0.05,0.02,0.02,0.88,0.05,0.06,194,173,0.98,0.01,0.07,0.04,0.03,0.0,0.05,0.01
7,tcp,smtp,SF,2143,7809,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,12,15,0.04,0.01,0.0,0.01,0.99,0.07,0.01,101,156,0.84,0.08,0.04,0.01,0.0,0.03,0.01,0.0
99,tcp,ftp_data,SF,1349,5254,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,11,18,0.0,0.04,0.03,0.03,0.96,0.02,0.0,228,105,0.93,0.08,0.01,0.04,0.01,0.0,0.04,0.0
70,udp,https,SF,4204,618,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,14,49,0.0,0.0,0.04,0.0,0.99,0.1,0.01,118,138,0.87,0.09,0.09,0.01,0.04,0.01,0.03,0.02
50,udp,ftp_data,SF,2258,5946,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,41,31,0.02,0.05,0.01,0.04,0.95,0.03,0.02,104,148,0.98,0.09,0.05,0.1,0.01,0.0,0.02,0.01
18,tcp,ftp_data,SF,2796,4949,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,49,47,0.03,0.01,0.05,0.03,0.87,0.09,0.06,149,235,0.95,0.05,0.04,0.04,0.01,0.04,0.02,0.01
88,udp,https,SF,543,4443,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19,46,0.01,0.03,0.02,0.0,0.84,0.09,0.05,129,110,0.83,0.04,0.09,0.04,0.02,0.04,0.05,0.0
39,udp,ftp_data,SF,2205,3462,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47,47,0.03,0.04,0.04,0.03,0.88,0.09,0.03,134,168,0.87,0.01,0.05,0.02,0.0,0.02,0.0,0.01
18,udp,https,SF,2482,5452,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,20,0.02,0.04,0.04,0.04,1.0,0.01,0.04,245,204,0.95,0.05,0.07,0.01,0.03,0.03,0.02,0.04
