duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0.0,0.0,0.95,0.98,0.1,0.45,0.87,218,19,0.05,0.45,0.0,0.5,0.0,0.0,1.0,0.96
12,udp,smtp,SF,2824,7297,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,12,0.02,0.01,0.04,0.05,0.87,0.05,0.04,216,208,0.97,0.02,0.1,0.05,0.03,0.04,0.01,0.04
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,4,0.96,0.98,0.0,0.0,0.07,0.06,0.0,211,12,0.08,0.07,0.01,0.0,0.99,1.0,0.0,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0.0,0.0,0.82,1.0,0.03,0.51,0.61,246,7,0.07,0.46,0.04,0.9,0.0,0.0,0.8,0.93
31,udp,smtp,SF,2928,3920,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,18,0.03,0.04,0.03,0.02,0.89,0.02,0.02,166,192,0.94,0.01,0.02,0.02,0.01,0.04,0.02,0.04
98,udp,ftp_data,SF,4577,5598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,27,0.02,0.03,0.02,0.02,0.97,0.01,0.0,101,169,0.93,0.0,0.05,0.07,0.02,0.01,0.04,0.04
3,tcp,ssh,SF,231,77,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,24,6,0.0,0.0,0.19,0.09,0.96,0.06,0.06,148,79,0.94,0.07,0.83,0.07,0.0,0.0,0.07,0.15
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,2,0.98,0.91,0.0,0.0,0.14,0.15,0.0,223,14,0.12,0.08,0.0,0.0,0.98,0.9,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,9,0.98,0.99,0.0,0.0,0.09,0.11,0.0,207,14,0.1,0.06,0.01,0.0,0.96,0.91,0.0,0.0
82,tcp,https,SF,504,1311,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,22,18,0.0,0.02,0.02,0.03,0.87,0.05,0.03,185,168,0.97,0.02,0.06,0.1,0.01,0.05,0.02,0.05
5,tcp,https,SF,4526,6436,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,40,0.0,0.02,0.03,0.04,0.92,0.09,0.07,154,147,0.91,0.08,0.1,0.0,0.04,0.04,0.05,0.02
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,0.0,0.0,0.93,0.97,0.07,0.46,0.92,217,30,0.09,0.39,0.03,0.92,0.0,0.0,0.91,0.97
82,tcp,http,SF,671,2496,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,43,22,0.04,0.01,0.01,0.02,0.92,0.08,0.07,237,253,0.96,0.08,0.07,0.06,0.04,0.04,0.04,0.0
6,tcp,ssh,SF,247,111,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,33,27,0.0,0.0,0.15,0.18,0.92,0.09,0.06,158,124,0.97,0.03,0.96,0.03,0.0,0.0,0.02,0.02
11,tcp,smtp,SF,3827,6579,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,48,50,0.02,0.01,0.05,0.01,0.82,0.04,0.07,185,177,0.93,0.03,0.08,0.02,0.03,0.03,0.01,0.0
28,udp,http,SF,2389,4809,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,50,43,0.01,0.04,0.02,0.04,0.94,0.02,0.04,169,116,0.81,0.02,0.08,0.08,0.04,0.05,0.04,0.03
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0.0,0.0,0.82,0.88,0.06,0.41,0.87,215,20,0.04,0.49,0.02,0.8,0.0,0.0,0.93,0.9
31,udp,http,SF,393,205,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,20,1,0.03,0.0,0.04,0.02,0.97,0.06,0.04,149,233,0.99,0.06,0.05,0.05,0.01,0.02,0.05,0.04
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,11,0.9,1.0,0.0,0.0,0.07,0.08,0.0,232,15,0.07,0.06,0.01,0.0,0.95,0.94,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,14,0.93,0.97,0.0,0.0,0.13,0.1,0.0,211,16,0.14,0.08,0.01,0.0,0.9,0.91,0.0,0.0
37,tcp,http,SF,3725,1361,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,34,27,0.03,0.03,0.03,0.03,0.92,0.06,0.1,213,109,0.91,0.06,0.04,0.09,0.01,0.01,0.0,0.05
1,tcp,ssh,SF,274,81,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,18,23,0.0,0.0,0.15,0.19,0.77,0.1,0.08,166,69,0.96,0.07,0.8,0.06,0.0,0.0,0.01,0.07
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0.0,0.0,0.98,0.87,0.06,0.59,0.61,213,18,0.0,0.37,0.04,0.7,0.0,0.0,0.96,0.98
41,tcp,http,SF,3640,6455,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,31,7,0.04,0.03,0.02,0.02,0.86,0.09,0.07,108,221,0.94,0.08,0.04,0.06,0.04,0.05,0.03,0.02
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,18,0.98,0.95,0.0,0.0,0.14,0.06,0.0,250,15,0.13,0.05,0.04,0.0,0.99,1.0,0.0,0.0
29,udp,smtp,SF,3378,7477,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,38,10,0.04,0.02,0.0,0.02,0.82,0.04,0.08,186,107,0.91,0.03,0.1,0.1,0.04,0.03,0.04,0.04
7,tcp,ftp_data,SF,2381,1607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,46,0.04,0.02,0.04,0.02,0.81,0.02,0.05,149,165,0.99,0.07,0.05,0.01,0.04,0.04,0.02,0.02
88,tcp,https,SF,399,5778,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,20,32,0.03,0.04,0.04,0.03,0.94,0.1,0.09,193,219,0.81,0.03,0.07,0.08,0.04,0.01,0.05,0.0
61,udp,smtp,SF,3975,3391,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,11,0.03,0.04,0.01,0.01,0.86,0.05,0.07,195,211,0.94,0.04,0.1,0.03,0.0,0.03,0.03,0.0
25,tcp,http,SF,4425,1611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,5,0.01,0.02,0.02,0.03,0.85,0.05,0.04,120,103,0.83,0.09,0.03,0.06,0.01,0.04,0.03,0.03
25,udp,http,SF,2558,5784,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,32,23,0.04,0.03,0.03,0.03,0.86,0.04,0.04,173,234,0.94,0.06,0.02,0.09,0.0,0.01,0.03,0.0
4,tcp,ssh,SF,244,151,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,27,0.0,0.0,0.19,0.02,0.74,0.09,0.07,113,95,0.98,0.04,0.6,0.08,0.0,0.0,0.12,0.04
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0.0,0.0,0.97,0.98,0.04,0.44,0.94,215,21,0.07,0.45,0.02,0.85,0.0,0.0,0.81,0.98
70,tcp,https,SF,4047,2271,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,47,20,0.01,0.04,0.03,0.03,0.82,0.01,0.01,143,253,0.81,0.06,0.06,0.09,0.03,0.0,0.05,0.04
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0.0,0.0,0.87,0.98,0.02,0.49,0.53,234,12,0.06,0.45,0.04,0.95,0.0,0.0,0.86,0.84
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0.0,0.0,0.95,0.86,0.08,0.6,0.63,206,20,0.03,0.37,0.04,0.95,0.0,0.0,0.97,0.99
87,udp,ftp_data,SF,1103,7909,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,36,27,0.04,0.03,0.04,0.0,0.95,0.06,0.02,130,254,0.99,0.07,0.06,0.03,0.03,0.03,0.01,0.03
61,udp,smtp,SF,434,4558,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,37,8,0.04,0.05,0.04,0.02,0.99,0.04,0.07,183,119,0.96,0.1,0.03,0.05,0.02,0.04,0.0,0.02
89,tcp,http,SF,540,2960,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,39,23,0.0,0.03,0.03,0.03,0.88,0.09,0.09,188,102,0.81,0.06,0.0,0.09,0.02,0.04,0.0,0.02
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,17,0.94,0.91,0.0,0.0,0.07,0.06,0.0,228,14,0.07,0.06,0.05,0.0,0.93,0.92,0.0,0.0
48,tcp,http,SF,4772,1232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,25,0.0,0.01,0.01,0.05,0.86,0.05,0.05,100,236,0.9,0.09,0.07,0.05,0.05,0.05,0.04,0.01
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0.0,0.0,0.82,0.9,0.07,0.54,0.55,230,10,0.06,0.41,0.05,0.93,0.0,0.0,0.89,0.96
5,tcp,ssh,SF,200,191,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,17,23,0.0,0.0,0.18,0.0,0.85,0.07,0.08,140,104,0.95,0.05,0.98,0.05,0.0,0.0,0.05,0.15
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,10,0.98,0.95,0.0,0.0,0.06,0.05,0.0,237,19,0.07,0.1,0.04,0.0,0.99,0.92,0.0,0.0
54,tcp,https,SF,1267,5350,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,4,0.02,0.02,0.01,0.0,0.99,0.02,0.08,176,123,0.94,0.09,0.01,0.07,0.03,0.04,0.03,0.03
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,4,0.94,0.97,0.0,0.0,0.08,0.06,0.0,247,3,0.07,0.09,0.01,0.0,1.0,1.0,0.0,0.0
72,udp,https,SF,1337,5363,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,9,8,0.01,0.04,0.03,0.02,0.88,0.01,0.04,237,192,0.93,0.02,0.02,0.04,0.02,0.01,0.03,0.02
84,tcp,https,SF,4176,2141,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,47,8,0.04,0.01,0.03,0.04,0.93,0.05,0.01,141,162,0.81,0.0,0.0,0.09,0.04,0.04,0.01,0.04
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,8,0.93,0.96,0.0,0.0,0.06,0.12,0.0,225,8,0.09,0.07,0.01,0.0,0.98,0.91,0.0,0.0
2,tcp,ftp_data,SF,3098,3848,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,44,1,0.04,0.04,0.03,0.04,0.96,0.09,0.09,124,238,0.81,0.08,0.06,0.03,0.01,0.03,0.02,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,12,0.98,0.94,0.0,0.0,0.05,0.07,0.0,251,18,0.07,0.09,0.01,0.0,0.96,0.97,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,20,0.91,0.92,0.0,0.0,0.06,0.13,0.0,235,2,0.09,0.06,0.03,0.0,0.99,0.92,0.0,0.0
93,tcp,https,SF,3812,2017,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,34,35,0.04,0.01,0.0,0.05,0.85,0.09,0.07,213,221,0.92,0.06,0.09,0.03,0.03,0.01,0.0,0.02
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,0.0,0.0,0.91,0.86,0.07,0.52,0.6,232,26,0.09,0.35,0.01,0.52,0.0,0.0,0.93,0.87
88,udp,smtp,SF,927,4738,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,48,0.02,0.04,0.02,0.03,0.87,0.01,0.1,229,119,0.86,0.06,0.08,0.07,0.0,0.03,0.02,0.04
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0.0,0.0,0.96,0.96,0.04,0.43,0.95,215,9,0.02,0.35,0.0,0.8,0.0,0.0,0.85,0.96
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0.0,0.0,0.95,0.99,0.06,0.42,0.97,230,8,0.01,0.38,0.05,0.78,0.0,0.0,0.96,0.93
8,tcp,ssh,SF,54,213,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,11,20,0.0,0.0,0.09,0.15,0.88,0.07,0.18,197,123,0.72,0.05,0.87,0.1,0.0,0.0,0.04,0.04
22,udp,http,SF,978,7183,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,33,38,0.04,0.03,0.04,0.03,0.93,0.09,0.01,219,155,0.96,0.04,0.07,0.03,0.03,0.05,0.03,0.0
4,tcp,ssh,SF,166,117,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,26,15,0.0,0.0,0.14,0.11,0.78,0.09,0.0,69,189,0.7,0.04,0.76,0.1,0.0,0.0,0.01,0.19
9,tcp,ssh,SF,189,82,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,14,17,0.0,0.0,0.02,0.16,0.85,0.05,0.16,118,155,0.76,0.03,0.75,0.01,0.0,0.0,0.05,0.07
59,udp,https,SF,3525,7701,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,21,0.05,0.03,0.03,0.01,0.81,0.1,0.01,139,245,0.96,0.01,0.05,0.07,0.01,0.01,0.02,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,1,0.93,0.96,0.0,0.0,0.08,0.06,0.0,224,16,0.09,0.1,0.03,0.0,0.95,0.93,0.0,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0.0,0.0,0.99,0.96,0.05,0.47,0.65,202,10,0.1,0.38,0.04,0.73,0.0,0.0,0.85,0.85
13,udp,smtp,SF,1518,4637,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,50,0.03,0.05,0.04,0.03,0.94,0.07,0.06,197,111,0.87,0.01,0.09,0.08,0.01,0.03,0.01,0.03
25,tcp,http,SF,4889,2653,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,3,7,0.04,0.01,0.01,0.05,0.95,0.08,0.06,253,245,0.91,0.01,0.07,0.04,0.04,0.04,0.04,0.03
67,tcp,smtp,SF,2442,1992,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,44,48,0.04,0.03,0.03,0.04,0.88,0.05,0.09,167,119,0.84,0.0,0.03,0.05,0.0,0.01,0.03,0.04
38,tcp,smtp,SF,1567,3845,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,37,0.02,0.01,0.01,0.03,0.84,0.1,0.05,247,126,0.85,0.09,0.05,0.09,0.04,0.0,0.01,0.01
13,tcp,smtp,SF,4119,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,24,0.04,0.04,0.0,0.05,1.0,0.09,0.03,171,116,0.88,0.05,0.05,0.01,0.04,0.03,0.05,0.03
86,udp,https,SF,3292,2999,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,5,13,0.05,0.02,0.04,0.0,0.82,0.0,0.02,251,166,0.95,0.0,0.02,0.01,0.04,0.04,0.01,0.04
68,udp,ftp_data,SF,4325,7729,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,34,37,0.04,0.01,0.02,0.03,0.84,0.0,0.08,148,153,0.97,0.06,0.02,0.08,0.04,0.04,0.0,0.03
67,tcp,http,SF,2243,3508,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,1,48,0.01,0.03,0.01,0.03,0.86,0.01,0.07,232,115,1.0,0.04,0.03,0.08,0.04,0.04,0.04,0.05
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2,0.97,0.94,0.0,0.0,0.11,0.1,0.0,253,13,0.09,0.07,0.01,0.0,0.96,1.0,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,5,0.96,0.95,0.0,0.0,0.06,0.1,0.0,234,16,0.06,0.07,0.03,0.0,0.93,0.98,0.0,0.0
39,tcp,smtp,SF,2786,379,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,24,23,0.0,0.02,0.02,0.04,0.94,0.01,0.09,149,211,0.95,0.02,0.07,0.06,0.02,0.03,0.01,0.02
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0.0,0.0,0.8,0.84,0.09,0.54,0.67,210,2,0.05,0.4,0.04,0.59,0.0,0.0,0.89,0.91
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,17,1.0,0.99,0.0,0.0,0.12,0.11,0.0,210,3,0.1,0.09,0.03,0.0,0.98,0.96,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,9,0.98,0.91,0.0,0.0,0.14,0.12,0.0,229,1,0.06,0.1,0.01,0.0,0.91,0.97,0.0,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,19,0.9,0.96,0.0,0.0,0.1,0.12,0.0,238,9,0.1,0.1,0.04,0.0,0.9,0.99,0.0,0.0
34,udp,smtp,SF,992,1704,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,32,0.04,0.04,0.03,0.01,0.85,0.03,0.02,247,129,0.91,0.08,0.02,0.06,0.01,0.04,0.04,0.03
70,udp,ftp_data,SF,4781,6035,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,3,36,0.04,0.03,0.02,0.01,1.0,0.02,0.05,147,166,0.89,0.05,0.09,0.04,0.03,0.0,0.0,0.02
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,0.0,0.0,0.99,0.85,0.01,0.42,0.5,209,7,0.03,0.34,0.04,0.79,0.0,0.0,0.97,0.92
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,20,0.9,0.96,0.0,0.0,0.14,0.07,0.0,237,10,0.08,0.06,0.03,0.0,0.99,0.99,0.0,0.0
40,udp,ftp_data,SF,4396,2339,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,15,36,0.01,0.05,0.0,0.05,0.86,0.04,0.06,175,117,0.85,0.09,0.07,0.03,0.03,0.01,0.03,0.02
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,4,0.99,0.95,0.0,0.0,0.12,0.07,0.0,239,1,0.06,0.08,0.02,0.0,0.94,0.91,0.0,0.0
32,tcp,smtp,SF,3188,6909,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,49,0.01,0.03,0.03,0.05,0.97,0.07,0.07,187,162,0.95,0.04,0.0,0.06,0.05,0.05,0.02,0.01
